model,accuracy,precision_spam,recall_spam,f1_spam,f1_macro,roc_auc,avg_precision
DeepLearning_CNN,0.9874439461883409,0.972027972027972,0.9328859060402684,0.952054794520548,0.9724154261560428,0.9942091514166216,0.9806513202479222
